size,method,recall@1_mean,recall@5_mean,recall@10_mean,build_time_s_mean,route_us_per_query_mean,centroid_mem_mb_mean,recall@1_std,recall@5_std,recall@10_std,build_time_s_std,route_us_per_query_std,centroid_mem_mb_std,recall@1_ci95,recall@5_ci95,recall@10_ci95,build_time_s_ci95,route_us_per_query_ci95,centroid_mem_mb_ci95
100000,HMRC-3,0.27099999999999996,0.7086666666666667,0.7943333333333333,1.5350029468536377,31.718214352925617,0.9216000000000001,0.009987492177719074,0.02625039682239743,0.02794786813575113,0.22238164732922916,15.83574042926731,0.0,0.011301911342777363,0.029705120396621484,0.031625990015246075,0.25164852373879126,17.91982723932286,0.0
100000,Mean,0.13733333333333334,0.45216666666666666,0.6203333333333333,0.0438756148020426,8.182605107625326,0.3072,0.006211548384528056,0.00812916559883813,0.014145081595145756,0.002297082949755812,0.25139906104644366,0.0,0.007029028698507651,0.009199016855681431,0.016006666666666582,0.0025993940604091387,0.2844848185155995,0.0
100000,kRt-b2d2,0.255,0.6920000000000001,0.7958333333333334,2.7496442000071206,30.353665351867676,1.2288,0.0039051248379533216,0.020609463845524954,0.02468467810876485,0.45648900017393834,0.4034023864007035,0.0,0.00441906475776643,0.023321803818172678,0.027933342879871113,0.5165659323797518,0.4564927737051599,0.0
200000,HMRC-3,0.24650000000000002,0.6398333333333334,0.7296666666666667,2.7085940837860107,46.779751777648926,1.8432000000000002,0.00614410286372226,0.015118972628235493,0.013732564703409667,0.03290741361524163,0.36347756887392046,0.0,0.006952706906905643,0.017108728116893398,0.015539859859227947,0.037238244053824456,0.4113135895781475,0.0
200000,Mean,0.11983333333333333,0.3941666666666667,0.5516666666666666,0.10722486178080237,15.174508094787598,0.6144,0.004310839052125855,0.00671441235949456,0.012065791865158824,0.0030394180825903715,0.0828278119544732,0.0,0.004878173610868907,0.007598072855080496,0.01365372883541747,0.0034394253424002,0.09372849267547351,0.0
200000,kRt-b2d2,0.23783333333333334,0.6243333333333333,0.7285,4.9166403611501055,63.33768367767334,2.4576,0.0042524502740576686,0.012291596044994833,0.009539392014169448,0.04485659591922186,0.5244532319365746,0.0,0.004812100488467678,0.013909250319281898,0.01079483827268075,0.050760016748630295,0.5934747006864631,0.0
